order_id,is_prepaid,city_tier,past_cod_rejections,order_value,item_category,address_text,address_completeness,order_hour,is_weekend,rejected
ORD02062,0,2,0,290.0,beauty,"23, Ashok Vihar, Near Govt School, Kanpur, 216270",100,2,0,0
ORD02063,1,2,1,650.0,home,"Plot No. 17, Ashok Vihar, Behind Central Mall, Lucknow",77,9,0,0
ORD02064,0,2,0,1670.0,electronics,"H.No. 8, Lake View Lane, Pune",67,9,0,0
ORD02065,0,1,0,550.0,home,"H.No. 8, Ashok Vihar, Jaipur, 709766",90,9,0,0
ORD02066,1,3,1,1070.0,electronics,"Plot No. 17, Park Street, Kanpur, 706424",90,8,1,0
ORD02067,0,2,1,1100.0,electronics,"Door No. 5, Park Street, Nagpur, 327565",90,11,1,1
ORD02068,0,2,2,560.0,electronics,"H.No. 8, Station Road, Opposite Petrol Pump, Pune, 139794",100,23,1,1
ORD02069,0,1,0,1470.0,fashion,"Flat 4B, Station Road, Behind Central Mall, Kanpur, 691179",100,7,0,0
ORD02070,0,1,3,200.0,fashion,"Plot No. 17, Sector 12, Near Govt School, Ranchi, 316720",100,23,0,1
ORD02071,1,3,3,320.0,home,"Flat 4B, Gandhi Marg, Near Water Tank, Ranchi, 195332",100,8,0,0
ORD02072,0,2,2,380.0,grocery,"23, Lake View Lane, Near Water Tank, Ranchi, 591676",100,16,0,0
ORD02073,0,1,1,410.0,fashion,"Plot No. 17, Sector 12, Near Water Tank, Nagpur, 814784",100,7,0,0
ORD02074,1,2,0,810.0,fashion,"Door No. 5, Church Street, Lucknow",67,17,1,0
ORD02075,1,2,5,790.0,fashion,"23, Park Street, Kanpur, 664906",90,19,0,0
ORD02076,1,1,0,840.0,accessories,"H.No. 8, Park Street, Ranchi",67,16,0,0
ORD02077,0,2,0,950.0,grocery,"Plot No. 17, Model Colony, Behind Central Mall, Guwahati, 565002",100,5,1,0
ORD02078,0,2,0,380.0,home,"Church Street, Opposite Petrol Pump, Patna, 406876",73,9,0,0
ORD02079,1,2,0,320.0,accessories,"Flat 4B, Church Street, Ranchi",67,0,0,0
ORD02080,1,2,4,840.0,electronics,"23, Nehru Nagar, Opposite Petrol Pump, Mumbai",77,20,0,0
ORD02081,0,2,1,460.0,accessories,"MG Road, Opposite SBI Bank, Mumbai",50,0,1,0
ORD02082,0,3,1,260.0,fashion,"Flat 4B, Park Street, Near Water Tank, Guwahati, 791758",100,8,0,0
ORD02083,0,2,1,1190.0,fashion,"23, Ashok Vihar, Near Govt School, Pune, 760224",100,19,0,1
ORD02084,1,1,0,1540.0,beauty,"23, Park Street, Kanpur, 450510",90,2,1,0
ORD02085,0,1,0,1690.0,electronics,"Flat 4B, Ashok Vihar, Kanpur, 745967",90,23,1,0
ORD02086,0,2,1,740.0,beauty,"Flat 4B, Park Street, Indore",67,5,1,1
ORD02087,0,3,1,970.0,electronics,"Plot No. 17, Church Street, Near Govt School, Indore",77,6,0,1
ORD02088,1,1,0,1510.0,beauty,"23, Station Road, Mirzapur, 290587",90,8,1,0
ORD02089,1,2,2,450.0,fashion,"Plot No. 17, Model Colony, Bhopal, 642979",90,4,0,0
ORD02090,0,1,0,1300.0,fashion,"23, Ashok Vihar, Near Govt School, Mumbai, 714562",100,15,0,0
ORD02091,1,2,0,780.0,accessories,"23, Park Street, Near Govt School, Pune, 375116",100,1,0,0
ORD02092,1,3,0,1150.0,accessories,"Flat 4B, Gandhi Marg, Mumbai",67,2,1,0
ORD02093,0,2,0,740.0,accessories,"Flat 4B, MG Road, Opposite Petrol Pump, Mumbai, 679469",100,2,0,0
ORD02094,0,2,2,1450.0,beauty,"Flat 4B, Ashok Vihar, Mirzapur, 767164",90,19,0,1
ORD02095,0,1,2,760.0,beauty,"Plot No. 17, Gandhi Marg, Patna, 218995",90,22,0,0
ORD02096,1,2,0,270.0,home,"23, Sector 12, Guwahati",67,9,0,0
ORD02097,1,1,1,1590.0,fashion,"H.No. 8, MG Road, Kanpur, 787960",90,21,0,0
ORD02098,1,3,1,380.0,fashion,"H.No. 8, Gandhi Marg, Guwahati, 700594",90,2,0,0
ORD02099,1,1,0,1410.0,fashion,"Flat 4B, Nehru Nagar, Behind Central Mall, Jaipur, 156536",100,14,1,0
ORD02100,0,3,0,630.0,accessories,"Flat 4B, Station Road, Behind Central Mall, Jaipur, 819987",100,13,0,0
ORD02101,1,2,4,1350.0,fashion,"H.No. 8, Gandhi Marg, Mirzapur",67,22,1,0
ORD02102,0,2,1,1310.0,accessories,"Park Street, Near Water Tank, Bhopal, 789470",73,3,0,1
ORD02103,0,2,5,860.0,home,"Flat 4B, Gandhi Marg, Near Water Tank, Pune, 270360",100,9,0,1
ORD02104,1,3,0,900.0,beauty,"Lake View Lane, Indore, 781279",63,10,0,0
ORD02105,1,1,1,860.0,fashion,"H.No. 8, Park Street, Jaipur",67,10,1,0
ORD02106,0,1,0,200.0,fashion,"Door No. 5, Ashok Vihar, Patna, 220253",90,7,0,0
ORD02107,1,2,0,710.0,accessories,"Church Street, Lucknow",40,22,0,0
ORD02108,1,1,0,340.0,fashion,"Plot No. 17, Sector 12, Jaipur, 398201",90,22,0,0
ORD02109,0,1,0,740.0,fashion,"H.No. 8, Sector 12, Patna, 795109",90,8,1,0
ORD02110,1,3,0,340.0,fashion,"Plot No. 17, Gandhi Marg, Opposite Petrol Pump, Patna",77,7,0,0
ORD02111,0,3,0,330.0,fashion,"Door No. 5, Lake View Lane, Lucknow, 782106",90,11,0,0
ORD02112,0,2,0,1740.0,fashion,"H.No. 8, Ashok Vihar, Behind Central Mall, Bhopal",77,16,1,0
ORD02113,0,3,1,1260.0,beauty,"Plot No. 17, Nehru Nagar, Guwahati, 227439",90,22,1,1
ORD02114,1,2,0,660.0,electronics,"Door No. 5, Gandhi Marg, Jaipur",67,14,0,0
ORD02115,1,1,0,740.0,home,"Plot No. 17, Church Street, Kanpur, 819898",90,18,0,0
ORD02116,0,2,0,570.0,fashion,"Flat 4B, Gandhi Marg, Near Govt School, Jaipur, 763460",100,19,0,0
ORD02117,0,2,0,940.0,grocery,"Plot No. 17, Station Road, Near City Hospital, Jaipur",77,5,1,0
ORD02118,1,3,1,440.0,grocery,"Ashok Vihar, Opposite SBI Bank, Pune, 530806",73,4,0,0
ORD02119,0,1,0,1210.0,fashion,"H.No. 8, MG Road, Lucknow, 512086",90,7,1,0
ORD02120,1,2,2,570.0,electronics,"Plot No. 17, Nehru Nagar, Kanpur, 650186",90,17,1,0
ORD02121,1,1,0,520.0,fashion,"Door No. 5, Sector 12, Near City Hospital, Indore, 485117",100,20,1,0
ORD02122,0,1,0,670.0,grocery,"Door No. 5, Station Road, Near Water Tank, Ranchi, 115783",100,20,1,0
ORD02123,1,1,3,470.0,beauty,"H.No. 8, Ashok Vihar, Mumbai, 569241",90,14,0,0
ORD02124,0,3,1,810.0,accessories,"H.No. 8, Gandhi Marg, Mumbai, 842310",90,2,0,1
ORD02125,1,3,0,480.0,fashion,"Door No. 5, Church Street, Jaipur, 163228",90,13,0,0
ORD02126,1,3,2,880.0,electronics,"Plot No. 17, Station Road, Guwahati",67,14,0,0
ORD02127,1,2,0,1380.0,fashion,"23, Church Street, Near Govt School, Nagpur",77,12,0,0
ORD02128,0,2,2,430.0,electronics,"Church Street, Patna, 836707",63,20,0,1
ORD02129,1,1,1,620.0,home,"Flat 4B, Park Street, Behind Central Mall, Lucknow",77,19,1,0
ORD02130,0,1,1,880.0,fashion,"23, Gandhi Marg, Behind Central Mall, Bhopal, 578220",100,20,1,0
ORD02131,0,2,5,510.0,beauty,"MG Road, Behind Central Mall, Bhopal, 485129",73,8,0,1
ORD02132,0,3,0,880.0,home,"H.No. 8, MG Road, Opposite Petrol Pump, Jaipur, 769669",100,22,0,0
ORD02133,1,2,1,930.0,grocery,"H.No. 8, Sector 12, Opposite Petrol Pump, Patna, 638159",100,16,0,0
ORD02134,0,1,0,1270.0,fashion,"23, Nehru Nagar, Near Govt School, Mirzapur, 825503",100,18,1,0
ORD02135,1,1,0,460.0,accessories,"Gandhi Marg, Near Govt School, Guwahati, 733545",73,3,0,0
ORD02136,1,1,0,380.0,accessories,"23, Station Road, Opposite SBI Bank, Patna, 432695",100,19,1,0
ORD02137,0,2,0,550.0,accessories,"Door No. 5, Sector 12, Guwahati, 629721",90,9,1,0
ORD02138,1,3,1,370.0,grocery,"Lake View Lane, Indore, 332233",63,21,1,0
ORD02139,0,2,1,930.0,grocery,"H.No. 8, Park Street, Jaipur",67,2,1,0
ORD02140,1,3,1,330.0,home,"23, Gandhi Marg, Nagpur, 578502",90,18,1,0
ORD02141,1,2,0,2700.0,fashion,"H.No. 8, Ashok Vihar, Near City Hospital, Indore, 660748",100,8,1,0
ORD02142,0,2,0,1450.0,beauty,"Plot No. 17, Gandhi Marg, Near Govt School, Nagpur, 702690",100,4,0,0
ORD02143,1,1,3,670.0,beauty,"23, Gandhi Marg, Near City Hospital, Mirzapur, 468471",100,13,0,0
ORD02144,0,3,0,1120.0,accessories,"Door No. 5, Sector 12, Jaipur, 855594",90,6,1,0
ORD02145,0,3,1,250.0,home,"23, Gandhi Marg, Nagpur, 530207",90,20,0,1
ORD02146,1,1,2,3020.0,fashion,"Flat 4B, Model Colony, Indore, 453266",90,5,0,0
ORD02147,0,2,2,470.0,beauty,"Ashok Vihar, Patna, 571895",63,23,1,1
ORD02148,0,2,0,620.0,accessories,"H.No. 8, Sector 12, Near Govt School, Jaipur",77,7,1,0
ORD02149,0,2,2,220.0,fashion,"H.No. 8, Lake View Lane, Ranchi, 737169",90,1,0,0
ORD02150,1,3,0,890.0,electronics,"H.No. 8, Gandhi Marg, Bhopal, 535771",90,13,0,0
ORD02151,0,2,3,340.0,home,"Plot No. 17, Model Colony, Pune, 552417",90,21,0,0
ORD02152,0,2,0,710.0,fashion,"Door No. 5, Station Road, Bhopal, 816186",90,6,0,0
ORD02153,1,1,0,480.0,fashion,"Church Street, Ranchi, 364456",63,2,1,0
ORD02154,1,1,0,350.0,electronics,"H.No. 8, Lake View Lane, Kanpur, 260308",90,19,0,0
ORD02155,0,1,2,410.0,accessories,"Plot No. 17, Ashok Vihar, Mumbai, 166713",90,21,1,1
ORD02156,0,1,0,760.0,fashion,"Sector 12, Mirzapur, 669829",63,22,0,0
ORD02157,0,2,0,310.0,electronics,"Flat 4B, Church Street, Near Water Tank, Indore",77,5,0,0
ORD02158,0,2,0,420.0,grocery,"Flat 4B, Park Street, Ranchi",67,20,1,0
ORD02159,0,1,3,990.0,accessories,"Plot No. 17, Model Colony, Opposite SBI Bank, Lucknow",77,13,0,1
ORD02160,1,3,2,3170.0,accessories,"Station Road, Lucknow, 411601",63,11,0,0
ORD02161,1,1,1,890.0,electronics,"Flat 4B, Model Colony, Behind Central Mall, Mumbai, 474305",100,17,1,0
ORD02162,1,2,1,380.0,accessories,"Plot No. 17, Model Colony, Near Water Tank, Indore",77,11,1,0
ORD02163,0,1,0,530.0,fashion,"Plot No. 17, Ashok Vihar, Pune",67,6,0,1
ORD02164,1,2,0,680.0,beauty,"Lake View Lane, Guwahati, 331281",63,4,0,0
ORD02165,0,1,3,540.0,beauty,"Flat 4B, Nehru Nagar, Patna",67,11,0,0
ORD02166,1,2,0,1140.0,fashion,"Plot No. 17, Ashok Vihar, Near Water Tank, Patna",77,8,1,0
ORD02167,1,2,0,760.0,home,"Model Colony, Mirzapur, 595117",63,10,1,0
ORD02168,0,3,0,1150.0,fashion,"H.No. 8, Model Colony, Ranchi, 796472",90,3,0,0
ORD02169,1,1,0,550.0,accessories,"Door No. 5, Model Colony, Near Govt School, Bhopal",77,13,0,0
ORD02170,0,1,0,1470.0,electronics,"H.No. 8, Station Road, Indore, 815611",90,11,1,0
ORD02171,1,1,0,600.0,beauty,"Door No. 5, Nehru Nagar, Lucknow, 452756",90,17,0,0
ORD02172,0,2,0,370.0,fashion,"Door No. 5, Model Colony, Opposite Petrol Pump, Patna",77,6,1,0
ORD02173,0,1,0,2460.0,fashion,"23, MG Road, Near Govt School, Bhopal",77,22,1,0
ORD02174,1,3,0,220.0,accessories,"Plot No. 17, Model Colony, Behind Central Mall, Mumbai",77,0,1,0
ORD02175,0,2,0,430.0,grocery,"Flat 4B, Sector 12, Near Water Tank, Guwahati, 157502",100,12,1,0
ORD02176,1,2,0,460.0,accessories,"H.No. 8, Ashok Vihar, Near City Hospital, Guwahati",77,15,0,0
ORD02177,0,2,2,3000.0,fashion,"H.No. 8, Station Road, Opposite SBI Bank, Indore, 131877",100,4,0,1
ORD02178,1,1,0,1970.0,fashion,"Flat 4B, Park Street, Nagpur, 184210",90,18,1,0
ORD02179,1,1,1,1630.0,home,"23, MG Road, Indore",67,8,0,0
ORD02180,0,2,1,550.0,electronics,"Plot No. 17, Nehru Nagar, Kanpur, 441778",90,22,0,0
ORD02181,0,2,1,2850.0,fashion,"Plot No. 17, MG Road, Behind Central Mall, Patna, 553466",100,8,0,0
ORD02182,0,1,0,830.0,beauty,"Plot No. 17, Model Colony, Patna, 767333",90,11,0,0
ORD02183,0,1,0,1200.0,electronics,"H.No. 8, Station Road, Ranchi, 111055",90,17,0,0
ORD02184,0,3,0,740.0,fashion,"H.No. 8, Gandhi Marg, Patna, 759077",90,23,1,0
ORD02185,1,1,1,650.0,electronics,"23, Nehru Nagar, Opposite Petrol Pump, Patna, 240651",100,9,0,0
ORD02186,1,3,0,570.0,home,"Flat 4B, Gandhi Marg, Near Govt School, Bhopal, 424305",100,16,0,0
ORD02187,1,3,2,590.0,beauty,"Flat 4B, Church Street, Nagpur, 447268",90,18,0,0
ORD02188,1,1,3,960.0,electronics,"Flat 4B, MG Road, Opposite Petrol Pump, Lucknow, 474476",100,23,0,0
ORD02189,1,1,0,830.0,home,"23, Gandhi Marg, Lucknow, 299619",90,10,1,0
ORD02190,1,1,0,650.0,fashion,"H.No. 8, MG Road, Kanpur, 442786",90,15,0,0
ORD02191,0,2,1,1650.0,accessories,"MG Road, Near Water Tank, Guwahati, 796784",73,7,0,0
ORD02192,1,2,0,200.0,accessories,"Flat 4B, Ashok Vihar, Behind Central Mall, Lucknow, 449232",100,23,0,0
ORD02193,1,3,0,900.0,beauty,"Plot No. 17, Church Street, Patna, 733185",90,14,1,0
ORD02194,1,3,3,1020.0,fashion,"H.No. 8, Station Road, Behind Central Mall, Nagpur",77,10,0,0
ORD02195,0,2,0,1320.0,home,"Plot No. 17, Park Street, Bhopal, 618008",90,6,0,0
ORD02196,0,1,3,640.0,beauty,"H.No. 8, Station Road, Near City Hospital, Nagpur, 441502",100,1,0,1
ORD02197,0,1,1,750.0,accessories,"23, Model Colony, Near Water Tank, Lucknow",77,18,0,0
ORD02198,1,3,2,1200.0,accessories,"Ashok Vihar, Jaipur, 509781",63,8,0,0
ORD02199,0,1,0,1630.0,accessories,"Door No. 5, MG Road, Nagpur, 458377",90,17,1,0
ORD02200,0,1,0,560.0,fashion,"Ashok Vihar, Patna, 795837",63,12,0,0
ORD02201,1,2,0,780.0,accessories,"Door No. 5, Nehru Nagar, Ranchi, 746251",90,22,1,0
ORD02202,0,2,0,1820.0,beauty,"Flat 4B, Church Street, Ranchi",67,0,0,0
ORD02203,0,3,0,200.0,grocery,"Door No. 5, Gandhi Marg, Lucknow",67,18,0,0
ORD02204,0,2,0,440.0,electronics,"23, Nehru Nagar, Opposite SBI Bank, Ranchi, 676650",100,12,1,0
ORD02205,1,1,0,1600.0,electronics,"Plot No. 17, MG Road, Near City Hospital, Jaipur",77,13,0,0
ORD02206,1,3,0,1280.0,electronics,"Door No. 5, Park Street, Near City Hospital, Jaipur, 613899",100,16,1,1
ORD02207,0,1,2,910.0,fashion,"Door No. 5, Church Street, Ranchi",67,21,1,0
ORD02208,1,2,0,510.0,electronics,"Flat 4B, Ashok Vihar, Indore, 260786",90,19,1,0
ORD02209,0,2,0,390.0,accessories,"Plot No. 17, Station Road, Bhopal, 379121",90,0,0,0
ORD02210,1,1,1,470.0,fashion,"Plot No. 17, Sector 12, Opposite SBI Bank, Ranchi, 335763",100,4,0,0
ORD02211,1,2,4,1680.0,fashion,"H.No. 8, Nehru Nagar, Near Govt School, Bhopal, 472552",100,19,0,0
ORD02212,1,1,0,460.0,fashion,"H.No. 8, Ashok Vihar, Near Water Tank, Ranchi, 375254",100,13,0,0
ORD02213,0,2,0,710.0,electronics,"Sector 12, Patna, 664361",63,17,0,0
ORD02214,1,2,1,420.0,accessories,"Model Colony, Near Water Tank, Nagpur, 180581",73,12,0,0
ORD02215,1,3,3,1100.0,fashion,"23, Gandhi Marg, Opposite Petrol Pump, Guwahati, 700610",100,22,0,0
ORD02216,0,3,2,480.0,fashion,"Church Street, Behind Central Mall, Patna, 361115",73,11,0,0
ORD02217,1,1,1,630.0,accessories,"Flat 4B, Station Road, Near City Hospital, Ranchi, 131600",100,14,1,0
ORD02218,0,2,0,240.0,accessories,"Door No. 5, Nehru Nagar, Kanpur, 636104",90,23,1,1
ORD02219,1,2,0,250.0,fashion,"Nehru Nagar, Behind Central Mall, Mumbai",50,3,0,0
ORD02220,0,1,0,670.0,grocery,"23, Gandhi Marg, Near City Hospital, Kanpur, 547168",100,8,1,0
ORD02221,1,3,1,300.0,beauty,"Flat 4B, Nehru Nagar, Jaipur, 345805",90,2,0,0
ORD02222,0,2,1,2350.0,grocery,"Door No. 5, Church Street, Behind Central Mall, Mumbai, 700551",100,21,0,1
ORD02223,0,1,4,200.0,electronics,"Plot No. 17, Station Road, Guwahati, 777986",90,10,0,0
ORD02224,0,2,0,410.0,accessories,"Nehru Nagar, Near City Hospital, Indore, 835068",73,14,1,0
ORD02225,0,1,0,670.0,fashion,"Door No. 5, Nehru Nagar, Near Govt School, Ranchi, 824070",100,15,0,0
ORD02226,0,2,0,530.0,fashion,"Plot No. 17, Church Street, Near Water Tank, Bhopal, 731539",100,6,0,0
ORD02227,0,1,1,340.0,electronics,"Door No. 5, Sector 12, Mumbai, 775920",90,6,1,1
ORD02228,1,3,2,370.0,electronics,"Flat 4B, MG Road, Near Govt School, Lucknow",77,21,0,0
ORD02229,0,3,0,370.0,accessories,"H.No. 8, Lake View Lane, Nagpur, 670472",90,8,1,0
ORD02230,0,2,0,560.0,home,"H.No. 8, Ashok Vihar, Near Water Tank, Mumbai, 324367",100,16,0,0
ORD02231,1,2,0,2150.0,fashion,"MG Road, Jaipur",40,12,1,0
ORD02232,0,3,0,700.0,electronics,"Flat 4B, Lake View Lane, Nagpur",67,8,0,0
ORD02233,1,2,2,1350.0,electronics,"Flat 4B, Nehru Nagar, Near Govt School, Pune",77,8,1,0
ORD02234,1,1,0,900.0,accessories,"H.No. 8, Lake View Lane, Kanpur, 129220",90,19,1,0
ORD02235,1,2,2,1300.0,home,"H.No. 8, Model Colony, Ranchi, 474290",90,11,1,0
ORD02236,1,3,1,200.0,beauty,"Church Street, Opposite SBI Bank, Mirzapur, 316269",73,20,0,0
ORD02237,1,2,2,550.0,beauty,"H.No. 8, Nehru Nagar, Kanpur, 548289",90,18,1,0
ORD02238,0,2,0,1460.0,grocery,"H.No. 8, MG Road, Pune, 722123",90,22,1,0
ORD02239,0,3,2,470.0,beauty,"Station Road, Mumbai, 780868",63,14,0,1
ORD02240,0,3,0,1920.0,fashion,"Door No. 5, Lake View Lane, Near Water Tank, Jaipur, 676419",100,17,1,0
ORD02241,1,3,0,1620.0,accessories,"H.No. 8, Lake View Lane, Jaipur, 401261",90,7,0,0
ORD02242,0,1,0,500.0,beauty,"Plot No. 17, Ashok Vihar, Opposite Petrol Pump, Patna",77,5,0,0
ORD02243,1,2,0,490.0,beauty,"H.No. 8, Station Road, Pune",67,5,0,0
ORD02244,1,2,0,360.0,accessories,"Door No. 5, Station Road, Bhopal, 241250",90,2,0,0
ORD02245,1,3,0,460.0,grocery,"Plot No. 17, Sector 12, Jaipur",67,2,0,0
ORD02246,0,2,4,320.0,grocery,"H.No. 8, Nehru Nagar, Near Govt School, Mirzapur",77,1,0,1
ORD02247,0,1,0,860.0,accessories,"23, Church Street, Mirzapur, 615558",90,4,0,0
ORD02248,1,3,2,280.0,fashion,"23, Sector 12, Lucknow, 839349",90,19,0,0
ORD02249,1,2,5,960.0,electronics,"Plot No. 17, Lake View Lane, Jaipur, 540340",90,11,1,0
ORD02250,0,1,0,970.0,home,"23, Station Road, Bhopal, 114542",90,5,0,0
ORD02251,0,2,1,250.0,electronics,"Door No. 5, Ashok Vihar, Patna",67,15,0,0
ORD02252,1,1,0,1690.0,grocery,"23, Park Street, Kanpur, 497666",90,4,0,0
ORD02253,1,2,0,910.0,grocery,"Plot No. 17, Model Colony, Jaipur, 428373",90,5,0,0
ORD02254,1,1,0,1040.0,beauty,"Door No. 5, Ashok Vihar, Opposite Petrol Pump, Indore",77,3,0,0
ORD02255,1,2,3,420.0,accessories,"Door No. 5, Church Street, Indore, 823114",90,13,0,0
ORD02256,1,2,0,970.0,fashion,"Door No. 5, Station Road, Nagpur, 285321",90,2,1,0
ORD02257,0,2,1,1310.0,beauty,"Flat 4B, Ashok Vihar, Guwahati",67,16,0,0
ORD02258,0,2,0,630.0,home,"Plot No. 17, Nehru Nagar, Mirzapur",67,4,0,1
ORD02259,0,3,3,2210.0,electronics,"23, Gandhi Marg, Mirzapur, 136552",90,21,0,1
ORD02260,0,1,0,680.0,fashion,"H.No. 8, Lake View Lane, Nagpur, 469069",90,20,1,0
ORD02261,1,1,1,1320.0,accessories,"23, MG Road, Near Water Tank, Bhopal, 179394",100,20,0,0
ORD02262,1,3,1,790.0,home,"Plot No. 17, Lake View Lane, Ranchi",67,5,0,0
ORD02263,1,1,1,950.0,grocery,"Door No. 5, Nehru Nagar, Mirzapur, 666726",90,19,1,0
ORD02264,0,3,4,240.0,home,"23, Model Colony, Opposite SBI Bank, Lucknow",77,3,1,1
ORD02265,1,3,2,830.0,fashion,"Flat 4B, Gandhi Marg, Near Water Tank, Ranchi, 844550",100,12,0,0
ORD02266,1,2,0,430.0,electronics,"Ashok Vihar, Patna, 813767",63,7,0,0
ORD02267,1,3,0,400.0,electronics,"23, MG Road, Lucknow, 623051",90,10,0,0
ORD02268,1,1,0,1890.0,accessories,"H.No. 8, Park Street, Mumbai, 779265",90,23,0,1
ORD02269,0,2,0,590.0,fashion,"Flat 4B, Church Street, Near Water Tank, Guwahati, 302529",100,18,0,0
ORD02270,0,2,0,360.0,accessories,"Door No. 5, Gandhi Marg, Opposite SBI Bank, Patna",77,22,0,1
ORD02271,0,2,0,540.0,accessories,"H.No. 8, Park Street, Jaipur, 620758",90,4,1,0
ORD02272,0,3,0,300.0,accessories,"H.No. 8, MG Road, Lucknow, 424498",90,4,0,0
ORD02273,0,1,4,1570.0,electronics,"Flat 4B, Church Street, Opposite Petrol Pump, Jaipur, 514609",100,2,0,1
ORD02274,1,2,0,440.0,accessories,"23, Sector 12, Patna, 596669",90,1,0,0
ORD02275,1,2,3,910.0,electronics,"Plot No. 17, Station Road, Near Govt School, Mumbai, 244630",100,2,0,0
ORD02276,1,2,0,1500.0,fashion,"Flat 4B, Ashok Vihar, Opposite Petrol Pump, Jaipur, 112593",100,14,0,0
ORD02277,1,1,1,490.0,fashion,"23, Park Street, Nagpur, 289611",90,6,1,0
ORD02278,0,2,2,920.0,accessories,"23, Lake View Lane, Lucknow",67,2,1,1
ORD02279,1,3,0,360.0,fashion,"Flat 4B, MG Road, Guwahati, 676968",90,14,1,0
ORD02280,0,1,0,2890.0,home,"Door No. 5, MG Road, Mirzapur, 592440",90,10,1,1
ORD02281,0,3,0,1170.0,fashion,"Flat 4B, Church Street, Opposite Petrol Pump, Kanpur, 481376",100,15,1,0
ORD02282,0,2,0,590.0,fashion,"Flat 4B, MG Road, Ranchi, 308110",90,12,0,0
ORD02283,0,3,3,420.0,fashion,"Door No. 5, Nehru Nagar, Bhopal",67,1,0,1
ORD02284,0,2,2,620.0,accessories,"23, Park Street, Bhopal, 487499",90,19,1,1
ORD02285,0,1,0,540.0,home,"Door No. 5, Lake View Lane, Near Water Tank, Mirzapur, 207944",100,11,0,0
ORD02286,0,2,0,2150.0,accessories,"Flat 4B, MG Road, Pune, 786164",90,20,0,0
ORD02287,1,3,0,320.0,beauty,"Flat 4B, Sector 12, Ranchi, 263804",90,6,1,0
ORD02288,0,2,0,720.0,accessories,"Model Colony, Indore, 853146",63,0,1,0
ORD02289,0,3,1,660.0,home,"Flat 4B, Gandhi Marg, Near City Hospital, Indore, 275654",100,13,0,0
ORD02290,0,2,0,620.0,beauty,"Flat 4B, Model Colony, Kanpur, 222559",90,23,0,0
ORD02291,1,1,0,620.0,home,"H.No. 8, Ashok Vihar, Lucknow, 485309",90,9,0,0
ORD02292,0,2,0,620.0,electronics,"H.No. 8, Church Street, Opposite SBI Bank, Indore, 693581",100,2,0,0
ORD02293,0,3,0,1120.0,grocery,"H.No. 8, Sector 12, Indore",67,10,0,0
ORD02294,0,2,1,960.0,beauty,"Church Street, Patna, 799336",63,21,1,0
ORD02295,0,3,0,860.0,grocery,"H.No. 8, Model Colony, Near Govt School, Mirzapur",77,19,0,0
ORD02296,0,3,4,200.0,grocery,"23, MG Road, Indore",67,20,0,1
ORD02297,0,2,3,800.0,fashion,"23, Church Street, Guwahati, 160862",90,14,1,1
ORD02298,0,1,0,250.0,beauty,"H.No. 8, Station Road, Lucknow, 683447",90,5,0,0
ORD02299,0,2,0,980.0,fashion,"23, Model Colony, Near Govt School, Pune",77,17,1,0
ORD02300,0,2,2,1610.0,home,"Sector 12, Opposite SBI Bank, Bhopal, 235164",73,12,0,0
ORD02301,1,3,3,380.0,beauty,"Lake View Lane, Near Water Tank, Jaipur",50,14,1,0
ORD02302,1,2,2,570.0,accessories,"H.No. 8, Lake View Lane, Jaipur, 355138",90,2,0,0
ORD02303,0,2,0,460.0,fashion,"23, MG Road, Indore, 371087",90,14,0,0
ORD02304,0,3,5,1400.0,fashion,"Door No. 5, Lake View Lane, Mumbai, 344852",90,23,0,1
ORD02305,1,2,0,700.0,fashion,"23, Church Street, Behind Central Mall, Kanpur, 347504",100,23,0,0
ORD02306,0,2,1,1880.0,electronics,"Park Street, Opposite Petrol Pump, Kanpur, 511834",73,0,0,1
ORD02307,0,2,3,850.0,grocery,"Flat 4B, Station Road, Opposite SBI Bank, Bhopal, 479150",100,9,0,0
ORD02308,1,2,0,770.0,grocery,"H.No. 8, Park Street, Behind Central Mall, Ranchi, 800897",100,23,1,0
ORD02309,0,2,3,690.0,beauty,"H.No. 8, Station Road, Pune",67,17,0,0
ORD02310,0,3,0,1090.0,accessories,"Door No. 5, Nehru Nagar, Indore, 806715",90,7,1,0
ORD02311,0,2,4,230.0,electronics,"23, Lake View Lane, Near Govt School, Bhopal, 121782",100,11,1,0
ORD02312,1,2,0,700.0,fashion,"Door No. 5, Lake View Lane, Lucknow, 848071",90,4,1,0
ORD02313,0,2,4,640.0,fashion,"Model Colony, Patna, 853006",63,0,1,0
ORD02314,1,1,0,1030.0,accessories,"H.No. 8, Sector 12, Bhopal, 161826",90,7,0,0
ORD02315,1,1,1,590.0,beauty,"H.No. 8, Ashok Vihar, Pune, 824938",90,4,0,0
ORD02316,0,3,0,360.0,beauty,"Door No. 5, Church Street, Patna, 654282",90,16,0,0
ORD02317,0,2,0,670.0,electronics,"Door No. 5, Sector 12, Behind Central Mall, Ranchi, 734031",100,14,0,0
ORD02318,0,2,0,350.0,electronics,"Flat 4B, Station Road, Patna, 440956",90,3,0,0
ORD02319,0,2,1,210.0,accessories,"Flat 4B, Church Street, Indore, 804575",90,12,0,1
ORD02320,0,1,0,1030.0,fashion,"Flat 4B, MG Road, Nagpur, 839070",90,16,0,0
ORD02321,1,2,1,940.0,grocery,"Model Colony, Near Water Tank, Bhopal, 704891",73,12,1,0
